latitude	PM2.5	NOx	PM10	C2H3NO5	CH4	longitude	Pb	TEMP	NH3	SO2	O3	CO	PAHs	H2CO	PRES	warning	CFCs
5.27247	9.16788	9.11933	9.30919	1.46536	8.21755	-3.59625	79.27824	-11.96553	8.13014	10.18199	7.32301	11.33387	7.44435	72.96629	1174.15312	0.00000	71.46800
25.13915	12.27059	7.28491	5.75460	0.24101	5.86363	73.06784	60.68497	11.85566	10.94277	7.09892	8.48915	10.07407	8.59352	41.57016	1097.72138	0.00000	75.93643
9.92787	9.07570	7.28108	7.01649	0.18469	7.96058	-84.13722	47.25543	15.22417	6.89156	6.71869	8.85789	5.92049	7.50339	43.98723	1167.23366	1.00000	70.41867
43.31667	10.50236	7.51387	5.05154	0.18633	7.23921	-2.68333	80.64925	7.89346	12.20177	2.45107	10.86118	6.59494	8.90549	63.64306	1139.58377	0.00000	62.00638
19.32932	11.04087	7.57295		0.14188	9.27941	-98.1664	45.16434	5.26322	8.21115	8.62128	9.34950	10.97861	8.14785	33.07318	1050.91123	1.00000	67.39828
10.15031	8.50500	9.27134	6.81185	0.30434	8.04697	-73.9614	26.60714	26.85151	9.00177	8.45312	8.73744	7.32273	9.43141	51.37770	1148.94010	1.00000	75.90427
-28.81833	9.47679	8.02244	6.10742	0.11647	8.79827	-52.51028	64.89945	7.05993	8.25339	7.11895	9.93142	6.52909	7.72380	51.20816	1163.29090	1.00000	63.54935
-22.45667	8.42676	7.84507	7.61257	0.37913	5.96698	-47.53028	81.15094	0.84000	7.02528	11.08603	8.24432	8.61535	8.22449	56.84138	1105.64145	1.00000	74.12544
-1.6	8.12189	6.85429	9.29264	1.44257	7.88784	103.61667	70.79686	12.94480	8.05563	6.54688	8.96263	8.78646	7.31978		1168.71773	0.00000	58.20829
2.2139	9.11909	7.52347	8.07520	0.47342	7.25490	102.3278	44.24909	19.83612	5.28179	7.15577	5.09657	7.53887	6.84926	53.19138	1148.49825	0.00000	76.89190
54.03876	12.44566	9.13955	5.18813	0.14119	6.66994	43.91385	77.02271	-4.36011	8.63639	8.09538	8.38192	12.59643	7.45994	56.82866	1089.44513	0.00000	70.09825
-7.76667	10.21317	8.33131	7.39308	0.33372	9.40886	35.7	51.02540	23.15358	7.23930	6.92787	11.63970	5.52545	6.86726	46.82658	1127.02173	1.00000	68.44144
27.92333	5.69700	7.24262	7.84558	0.41637	9.38282	118.53333	79.59608	1.07982	6.33546	6.83098	7.89309	12.30702	7.08881	44.31998	1199.79747	1.00000	84.13017
41.20485	9.02731	8.78669	6.17337	0.20770	8.14922	-8.33147	52.50514	22.56348	7.01009	7.05498	7.88091	6.61135	7.03357	56.31080	1104.89273	0.00000	70.92283
50.71229	9.65606	5.89121	5.40057	0.18997	8.44961	4.52529	49.69741	27.44473	8.07656	7.05126	9.49694	7.96466	6.51262	44.96030	1148.34395	1.00000	76.08430
-7.60361	8.98891	9.67882	7.36766	0.39504	8.45281	37.00438	38.66836	8.51562	7.54870	9.91339	8.08947	12.57887	7.80430	43.77259	1085.36246	0.00000	81.21036
60.97944	6.20709	8.70770	10.32032	3.67187	9.43543	76.92421	50.78969	22.19913	10.80971	7.39642	7.00746	9.41808	8.69791	56.98803	1060.27630	1.00000	72.54576
47.48444	8.08696	10.21709	7.50173	0.34067	7.42962	36.25361	63.39361	38.58211	6.77267	4.73828	10.17110	4.45113	8.40872	41.35861	1181.71973	1.00000	76.23130
-15.675	8.70053	6.91143	6.90514	0.20748	8.14781	-38.94722	37.55946	14.87771	9.06350	9.65422	7.50318	7.58532	9.13008	33.16041	1122.02717	0.00000	77.91387
44.59445	6.51759	6.81752	6.78858	0.32321	9.64560	11.04979	49.49414	9.41904	9.22963	6.72260	11.13507	6.76994	7.61144	52.00819	1070.68133	0.00000	77.36407
29.84576	10.92262	9.34020	5.64041	0.12891	5.98414	-90.10674	71.16019	12.56581	4.80173	5.59314	9.29248	6.46862	8.62980	55.99957	1087.20941	1.00000	70.00591
10.98778	6.41859	9.78525	9.97985	2.71760	7.35338	-74.95472	58.36890	15.20680	10.67270	9.77641	8.58047	8.27536	6.44520	53.10672	1087.61677	1.00000	65.63396
33.03699	7.49570	8.12432	10.28228		8.69218	-117.29198	38.14086	14.80596	9.37719	9.26690	11.06703	5.95530	8.92446	73.80664	1101.26985		78.69395
41.27621	10.29037	8.04939	7.34893	0.27935	7.88229	-72.86843	50.11401	11.70918	6.33037	6.36350	11.82222	6.76679	8.86149	53.80999	1190.08376	0.00000	66.88057
27.0174	5.89111	7.05717	7.64204	0.41131	8.40470	49.62251	57.61892	19.56354	7.26242	11.78050	8.30535	8.60465	7.39215	41.06076	1134.74253	0.00000	80.21383
-37.32167	6.19406	8.97103	7.03836		7.65264	-59.13316	55.79246	13.16339	8.24353	9.62721	6.88474	8.39873	9.09292	43.91326	1123.80906	0.00000	71.91735
46.65581	6.65454	6.75775	8.01314	0.51963	6.72823	32.6178	48.09157	12.62086	5.28157	9.47152	8.18343	8.84797	8.04249	55.31297	1179.40339	0.00000	77.48381
37.13548	7.82995	8.83945	6.09424	0.15907	8.59132	-3.67029	39.89233	8.38545	4.56849	8.82178	7.14634	4.96191	7.94871	47.18959	1113.56224	0.00000	89.69942
6.9909	9.23359	7.70549	6.27869	0.31664	7.33997	79.883	70.26169	17.99972	7.91343	7.51022	8.82973	7.02272	8.56520	51.68580	1093.83827	1.00000	71.29613
-21.42917	3.48960	6.99947	10.06658	2.88447	8.26586	-45.94722	71.17139	10.96453	11.20939	9.30436	10.55031	10.15264	9.06565	58.61070	1132.36839	1.00000	77.38872
40.85158	9.53957	7.07927	6.32706	0.21948	7.40957	122.74754	41.79764	19.76023	8.28821	4.94583	10.22091	8.69194	9.95480	57.08454	1166.78818	0.00000	67.88570
20.22816	9.32132	8.60286	7.12798	0.34185	8.70947	-103.5687	37.56316	10.35528	9.22793	8.60366	10.26922	6.40052	9.06539	47.56950	1129.52830	1.00000	64.03808
48.43174	7.59320	8.73840	8.97128	1.04942	7.53751	17.8031	48.34226	14.86047	8.43567	7.20202	9.35358	8.08071	6.65821	30.98474	1059.64396	0.00000	65.76402
20.28527	9.51661	7.26554	6.66241	0.28352	6.61261	-103.42897	41.97698	-0.90956	4.49857	3.95965	9.95119	6.56692	8.85168	45.15265	1141.06499	1.00000	74.93324
44.27804	7.83540	8.72122	7.31691	0.46873	8.31570	-88.27205	75.80992	12.76818	7.32742	9.06104	5.97286	7.16813	7.46992	48.02969	1076.25057	1.00000	68.65487
53.51684	10.00261	7.39406	7.42230	0.33665	6.37261	-113.3187	45.91976	15.45904	7.09068	7.97524	10.23891	6.87959	7.07992	34.86568	1196.50839	1.00000	74.64327
11.84962	6.26812	10.39930	8.09385	0.48038	7.61436	-86.19903	49.54902	11.66780	5.61929	9.84947	6.77872	7.14200	7.36525	66.46006	1150.62910	0.00000	75.69805
34.8825	7.15016	10.83136	6.09705	0.20391	6.94897	128.62667	49.75222	3.22733	5.70217	11.44894	8.69102	6.97616	7.47795	39.62649	1176.19493	0.00000	85.91022
41.57439	10.43266	8.79753	5.35440	0.14424	9.10166	24.71204	54.98210	20.57851	11.51075	5.67628	8.73013	11.10628	7.63990	42.65862	1122.25629	0.00000	75.01797
54.48147	6.60453	8.14112	9.77190	2.10603	8.17102	53.47103	69.69934	9.19000	8.68978	7.14598	9.15151	7.92313	8.25034	22.39864	1177.59055	0.00000	72.87938
41.91738	6.38905	7.92457	4.98101	0.21113	7.60974	3.1631	61.43763	6.72036	9.07411	10.33485	6.82927	5.25128	6.59387	42.16373	1072.95560	0.00000	68.59783
4.2475	4.85730	6.99396	11.63974	13.33349	9.21152	9.00472	62.64369	22.59606	12.34476	9.19827	11.54264	8.34981	8.25162	30.43861	1070.56122	1.00000	75.36488
33.92866	8.60788	7.62513	5.49348	0.15039	8.45968	-6.90656	50.73843	19.38638	7.66805	10.48360	7.64380	7.38426	6.77610	60.78481	1075.89560	1.00000	81.67884
54.03876	7.66643	7.60996	6.46279	0.24661	8.60010	43.91385	58.20897	16.85557	8.09584	6.78924	10.24257	9.68457	9.00147	43.36037	1097.64059	0.00000	64.62411
-38.65333	12.56947	9.00013	5.13846	0.27383	7.52254	178.00417	50.91611	16.56623	8.85286	4.77138	9.05212	11.36512	8.17013	35.87934	1071.26813	0.00000	72.57381
6.9909	6.37002	6.76688	7.77440	0.43770	7.31233	79.883	46.22265	15.64729	7.15206	9.73463	9.46491	10.28993	9.95677	46.48252	1189.36569	1.00000	78.02153
4.96667	10.23593	8.82680	4.97973	0.07163	8.66846	10.7	54.91417	18.60243	5.07946	5.18625	8.61785	8.21732	7.33788	65.37845	1105.09507	1.00000	70.95810
42	9.64328	6.26562	8.15529	0.64072	9.87587	21.32778	72.80581	22.45287	8.32614	12.26981	8.64647	7.05855	8.35897	38.72802	1077.04982	1.00000	76.54337
48.21644	9.26438	9.32075	6.57040	0.15123	5.24765	9.02596	55.74156	16.21814	7.85932	8.82857	8.01553	8.76998	8.73910	43.52243	1124.27716	1.00000	77.37008
23.5654	7.15296	8.37738	10.21452	3.38379	9.72984	119.58627	59.16097	13.17982	8.38365	6.97608	8.28817	9.17874	8.28363	48.98121	1062.95192	1.00000	63.74524
-30.60106	11.73239	7.81016	6.47585	0.21717	6.34826	-71.19901	44.22009	8.35600	12.60792	5.16521	8.01941	9.87889	8.51527	53.96640	1113.32135	0.00000	77.93627
53.95278	10.64515	10.20571	4.32733	0.20241	8.33695	32.86389	41.30322	28.19328	4.49865	3.44694	8.72855	5.54807	7.00384	49.97424	1098.68479	1.00000	69.38191
14.37395	7.02128	7.65129	8.37192	0.64651	8.22655	100.48528	33.32528	9.21838	6.82769	8.59481	8.98933	9.99561	6.19513	52.05865	1064.60804	1.00000	56.11685
43.4125	10.54510	9.35902	5.58599	0.20286	10.46442	23.225	48.81034	14.65252	9.52234	6.13891	9.27329	10.63718	8.05575	52.52073	1121.73617	0.00000	75.06683
39.59611	8.55124	9.19716	6.83371	0.21904	8.32189	27.02444	42.51932	16.93641	7.39966	7.15745	8.60218	6.67428	7.39310	26.35701	1140.81402	1.00000	96.72281
-27.76952	9.71375	7.00815	8.45650	0.66732	7.38785	30.79165	52.05149		10.64260	6.87752	7.69580	10.18523	7.37558	48.93109	1065.37249	0.00000	79.34879
57.47908	6.60361	8.09127	4.76588	0.17188	7.93016	-4.22398	69.62508	3.84571	10.19642	6.12704	11.66658	7.52035	8.14456	42.51645	1182.99895	0.00000	83.73643
38.54491	8.49297	8.89083	6.52623	0.26319	10.12337	-121.74052	61.25594	26.44721	9.31524	9.15261	7.96335	8.04176	6.06145	64.75235	1106.96034	1.00000	66.56858
-10.90889	6.97716	8.13740	7.57577	0.29097	8.28216	-37.03861	60.17568	10.52285	5.46045	11.39727	8.00196	6.66914	8.56900	35.24783	1157.59568	0.00000	80.23664
11.86064	9.87662	7.72540	5.99441	0.13211	6.15073	9.0027	46.79171	1.46019	8.09610	7.65881	10.04082	9.40961	6.73368	47.71511	1198.16843	0.00000	70.47214
-26.93366	8.58033	10.72206	7.17998	0.30149	7.99132	29.24152	48.89282	13.94942	8.58112	9.49564	7.68130	7.23861	7.11678	31.92439	1115.78534	1.00000	74.45435
33.92946	6.14330	6.98092	9.19857	1.22645	8.97326	-116.97725	56.74992	17.19755	9.67992	9.25714	8.40987	9.52946	8.74769	56.08535	1178.76739	1.00000	65.24208
-34.74785	7.58559	9.40622	7.30400	0.33571	9.08543	-58.70072	71.34608	11.67948	6.11032	6.40724	4.36455	4.59280	8.96847		1163.00349	0.00000	69.56054
2.41669	9.82223	8.61427	7.58898	0.25010	8.05414	30.98551	55.55298	9.04387	6.40880	6.35946	11.31341	6.68206	7.26196	41.04782	1171.51154	1.00000	65.65690
49.65186	7.48477	7.48896	9.33080	1.51045	7.93961	26.97253	59.56100	22.56780	10.43791	9.26422	7.20801	9.19225	7.95961	11.54231	1183.19746	1.00000	75.99429
33.92866	6.44286	7.68873	7.79318	0.46354	8.03751	-6.90656	59.26476	24.58036	5.57216	10.58737	7.51313	7.30940	8.58139	44.09781	1193.68921	0.00000	75.22028
-1.9487	9.57346	8.36680	7.18391	0.32177	9.29071	30.4347	44.52742	31.04735	6.49999	6.22237	9.72646	4.48202	9.46574	31.16050	1088.17007	1.00000	76.88401
23.0072	9.46573	7.67399	4.89728	0.28832	8.08989	-82.4017	66.31055	4.49007	5.76104	7.04360	7.06752	7.68425	7.72045	62.80766	1128.82303	0.00000	64.76832
9.92787	8.98642	8.04635	5.35340	0.10899	7.76022	-84.13722	47.65373	2.76306	5.52678	4.81454	7.77248	7.26964	6.42804	15.59264	1134.21515	1.00000	83.34502
-19.7625	8.75561	8.85368	6.65016	0.25456	7.88232	-44.31389	51.99048	25.84440	7.21683	6.58249	9.17934	7.36756	9.21960	38.13431	1102.84878	1.00000	
58.04254	5.84778	8.32217	10.21216	3.27786	6.01493	65.27258	62.37095	15.76388	11.39548	9.29967	10.16813	10.01418	8.08845	51.28893	1160.16331	1.00000	78.15522
41.91886	10.02688	9.20342	6.00730	0.21574	8.11114	8.73812	44.48504	12.17993	4.96983	8.58857	7.17776	7.56065	8.84371	13.78659	1081.90366	0.00000	77.58824
58.04254	7.52002	8.73812	9.64875	2.11199	8.14741	65.27258	42.86693	2.04769	9.50942	9.97438	9.57256	8.22178	8.49206	55.27390	1129.93002	1.00000	84.34456
-25.54073	10.92736	8.38972	6.62419	0.24780	7.97401	152.70493	47.91183	29.36995	4.33265	11.20263	7.93527	8.23453	8.64541	49.52202	1075.82616	1.00000	
50.8	6.80051	9.33991	9.05978	1.11865	8.17888	3.16667	32.35866	16.81034	7.32276	8.78265	10.18135	9.76675	9.30201	48.18498	1090.86616		91.57037
0.76755	5.73517	7.81704	9.27513	1.29362	8.31698	24.43973	36.26814	16.74612	10.19078	9.56168	9.83917	10.37200	7.81918	62.63369	1113.06303	1.00000	73.91841
36.6009	5.01850	6.69771	6.46080	0.19105	8.18997	126.665	50.00586	6.59997	8.03563	9.36371	7.18578	7.59607	9.15153	79.11577	1149.37348	0.00000	86.32187
37.08819	9.66007	7.31689	7.76310	0.37454	7.99414	-8.2503	47.62542	8.50760	5.05452	4.83007	10.75318	4.24189	7.47521	59.41131	1106.49673	1.00000	69.62529
45.47885	9.37243	8.29165	8.95800	1.06383	8.74672	133.42825	46.66273	30.75460	11.16971	10.45314	5.50242	8.45009	7.56349	35.30231	1132.67016	1.00000	78.06535
39.33427	7.39303	10.81966	8.53857	0.73776	8.02664	-76.43941	69.09287	29.95769	6.84076	9.90744	11.42176	9.46690	7.21828	30.87187	1050.01512	1.00000	76.10835
37.71715	8.76470	10.27526	7.10130	0.17080	7.35744	-122.40433	48.49527	10.04558	8.11869	6.74522	9.63330	4.89810	8.76285	43.67037	1168.02340	1.00000	64.64020
-7.81667	6.99848	8.88816	8.94072	1.13725	7.93506	112.01667	65.59590	2.26669	9.64816	10.34241	9.42283	9.40883	8.63125	63.73942	1189.53077	1.00000	75.90083
-6.8048	11.03105	7.11797	5.15497	0.15859	7.77657	110.8405	71.36293	18.60294	5.07203	5.60534	9.82154	8.35688	8.26880	60.22392	1116.16027	1.00000	72.65119
10.22677	5.77655	8.13790	5.26888	0.23192	8.38446	-67.33122	47.88162	35.27610	6.52892	9.16025	6.72931	4.34218	8.55743	63.34808	1062.57274	0.00000	81.24808
40.72816	4.72921	7.39481	11.22470	8.86711	6.77422	-74.07764	63.73425	10.56833	8.39842	5.67810	10.20660	9.63241	9.09703	32.35173	1188.14079	1.00000	71.07267
6.46346	8.49097	7.23568	9.44278	1.61068	9.14873	-2.31938	50.48870	8.68035	7.65258	7.90265	8.22133	9.17213	8.90790	35.40643	1133.50816	1.00000	83.22518
-4.5833	6.85184	8.08800	10.49177	4.33803	7.62963	15.16554	56.26334	33.07965	8.77769	6.85132	9.59938	9.79807	8.56357	54.01060	1173.45896	1.00000	75.39088
42.819	4.91581	8.87298	4.72823	0.26745	6.83216	47.1192	57.15888	25.08566	9.60759	8.22275	5.03250	3.39142	9.65072	44.87076	1121.47709	0.00000	78.57054
16.68911	6.93786	8.38082	8.50068	0.70869	7.44408	98.50893	52.76083	17.22674	5.30392	7.59147	10.13074	10.51892	8.51084	43.62096	1123.08344	1.00000	71.57858
40.11583	9.79344	9.06418	7.13844	0.38259	8.04421	67.84222	45.67658	16.10538	10.30090	7.41903	9.58751	7.61476	8.66823	26.29409	1170.34030	0.00000	76.52332
60.02427	8.16188	8.33021	6.20711	0.13429	9.37747	30.28491	38.28393	0.44151	11.53625	3.73001	10.23473	8.05836	8.41516	29.64293	1171.43547	0.00000	75.45288
34.5624	7.86602	7.85038	10.34950	3.73146	8.82904	38.28402	56.02872	22.17280	11.67288	10.00606	8.36078	7.95889	8.27497	49.15788	1090.49427	1.00000	71.47737
35.06667	10.10672	7.60914	4.63643	0.16370	6.93528	135.21667	49.68167	31.17414	4.70547	3.43124	9.51930	7.82522	8.00650	67.04575	1129.56896	1.00000	65.10239
12.25282	6.17178	9.04397	9.51242	1.78234	7.98965	79.41727	28.13589	5.19496	9.88676	9.55310	9.70355	9.30534	9.92750	47.81580	1083.04114	1.00000	71.66111
-11.48472	8.44118	7.37622	10.76378	5.64385	6.27041	-37.93278	71.65821	33.46396	9.14916	5.37981	7.65554	9.06438	6.95105	63.80688	1118.17878	0.00000	76.13635
50.5107	7.67350	8.92341	5.83031	0.10976	7.29437	18.30056	11.33846	5.71009	7.45801	9.82417	6.87424	7.15557	9.25637	50.08615	1058.05060	0.00000	65.54442
32.65246	6.76579	8.23465	8.17605	0.59230	7.95797	51.67462	54.15447	12.71147	7.34818	10.91023	11.41423	9.40200	8.97399	49.93774	1090.99583	1.00000	76.74959
31.71667	6.52448	7.52184	6.98925	0.23912	8.80823	73.38333	83.41064	-1.92772	7.28207	7.63733	5.77188	6.67272	6.27692	42.12575	1116.66404	0.00000	68.48381
52.4581	5.98656	8.09710	3.76790	0.11311	7.62702	13.28702	48.20849	14.43349	8.98643	5.86806	4.72465	4.02632	7.93910	48.97705	1129.50657	0.00000	79.82042
41.24255	11.72791	7.65785	8.05782	0.50963	8.34345	-82.61573	57.51270	20.45753	5.37346	7.05537	12.38751	5.18031	7.37146	49.41308	1134.44461	1.00000	80.88422
43.83125	4.29032	9.72771	9.20540	1.22787	7.75539	5.03586	62.43979	6.99001	8.80817	7.87018	10.07063	11.41020	7.17105	60.07908	1109.62171	1.00000	81.95223
4.96667	10.41577	7.83954	5.58200	0.26534	8.08864	10.7	59.52793	27.26782	5.90495	6.61566	9.16336	8.60289	9.20571	23.19307	1118.68707	1.00000	66.68837
14.37395	6.28063	8.40041	8.07720	0.59587	9.50963	100.48528	59.01001	30.31882	4.14732	10.10504	8.38308	6.77888	7.41079	40.10224	1098.62191	0.00000	76.60721
47.64995	8.91436	6.24938	7.37870	0.37767	7.72406	-117.23991	53.31327	-4.99362	7.32022	8.20715	9.60149	9.33725	9.50451	54.73124	1151.42087	0.00000	80.28818
48.98693	9.07809	6.85460	7.98804	0.43231	8.20358	2.44892	50.56453	27.06689	8.74880	11.06419	8.18687	8.57044	7.78689	50.80432	1098.19771	1.00000	81.68913
42.67164	8.64792	6.67622	6.42345	0.21149	6.69357	14.01481	44.73246	-5.27144	9.43988	7.37059	10.18567	8.07514	6.37339	46.49854	1079.81617	0.00000	71.40293
40.65538	9.63844	8.39737	7.61572	0.45316	8.23950	-74.38987	39.72186	20.67310	11.50458	6.01338	8.98449	7.52365	10.43482	39.73888	1077.70374	0.00000	69.77876
10.15031	3.67867	8.19012	10.36396	3.85428	7.60376	-73.9614	67.20720	1.52941	8.82273	6.08837	9.07235	10.63661	9.15543	45.34480	1184.15446	1.00000	78.78986
6.46838	8.24128	7.52524	10.09373	2.91813	9.14703	-73.26022	38.58975	28.64471	9.79804	9.07437	9.07054	8.49482	9.12180	62.57778	1190.61354	1.00000	62.42943
42.67164	6.25342	6.27977	7.92214	0.58816	9.63614	14.01481	46.58839	22.76452	8.05669		9.41647	10.13520	10.04128	61.41364	1182.46178	0.00000	64.68104
39.33427	6.06109	7.45202	9.39156	1.55239	7.27413	-76.43941	57.83782	26.83835	7.69788	6.96213	7.17213	9.55075	8.03646	46.36194	1166.72362	1.00000	65.60885
34.15429	5.89167	7.11205	8.44959	0.65525	8.97867	3.50309	55.70209	21.16150	6.26582	11.08699	7.96281	9.11297	8.80754	54.89943	1076.90213	0.00000	73.11828
-8.73508	6.09716	8.51055	7.16980	0.16482	7.39911	24.99798	49.54310	6.84725	5.74742	9.28162	8.02938	10.20803	8.64273	50.97052	1088.71280	1.00000	71.71906
55.67938	9.82124	8.40311	0.96307	0.11311	5.87034	12.53463	61.67012	19.22179	10.35013	5.30730	12.14555	9.99695	7.54662	65.88383	1190.63605	0.00000	78.07811
39.33427	8.60177	7.65693	8.35655	0.61538	8.38003	-76.43941	53.21152	17.08711	8.98537	9.10454	8.19896	10.31674	8.28890	66.14007	1189.92087	0.00000	74.92966
42.35843	4.75019	8.89708	9.55643	1.77658	6.94593	-71.05977	43.76870	13.21902	7.87801	8.63657	11.48570	10.07821	10.63217	82.44627	1166.57519	1.00000	73.48699
45.9836	5.03065	8.16330	11.35856	9.96524	7.52755	12.70038	56.29834	2.11150	12.51685	7.66131	10.15295	10.53361	9.15175	45.86340	1075.45205	1.00000	73.76320
43.1122	7.67267	8.41621	5.93846	0.18512	5.93300	12.38878	61.59473	17.52081	5.31215	9.04352	7.81902	5.45368	8.74292	68.23453	1051.69605	0.00000	63.72484
14.62072	6.78181	7.45848	3.09473	0.14468	6.31146	74.83554	26.88861	8.27602	9.01119	8.70609	5.98164	3.79974	6.96072	20.91453	1183.49832	0.00000	85.59108
37.60876	8.59192	7.53505	6.92450	0.29512	7.68742	-77.37331	49.05471	15.44621	6.11015	5.79945	8.57855	5.44738	10.21441	50.58531	1075.23461	1.00000	74.18006
3.27833	7.75841	9.58603	5.96188	0.06478	8.95078	32.88667	46.33816	36.57652	7.15262	10.04035	7.27123	7.23291	6.43288	52.59088	1188.41807	0.00000	84.62380
12.35275	6.25926	6.71102	5.63260	0.11861	9.33985	121.06761	51.90769	16.90228	7.09621	10.48704	7.25310	5.19120	8.36282	56.80335	1120.65415	0.00000	77.15758
52.71083	8.46423	8.37970	7.00701	0.25193	7.63521	5.74861	51.86146	31.69798	6.91011	8.90583	6.41670	8.02544	7.48573	49.20292	1186.62707	0.00000	79.16249
19.04222	7.09884	7.51966	8.07211	0.58021	7.72841	-98.11889	53.70919	19.31676	3.29493	9.18260	8.64224	7.95664	7.52489	47.50635	1099.86290	0.00000	73.34548
53.93361	8.97403	8.49869	6.12166	0.30076	8.27934	37.92792	96.97091	14.69536	6.41796	5.46610	8.78378	6.06198	7.13963	57.36431	1185.93037	1.00000	67.24527
48.78232	6.47294	8.10793	8.13957	0.58287	7.55108	9.17702	31.19437	10.11458	4.85551	8.13402	6.66322	7.44961	7.22643	40.42171	1190.04678	0.00000	82.48838
29.22254	8.84675	10.48402	7.45010	0.33282	7.93250	79.5286	54.47086	21.79975	3.86391	9.24397	9.29041	9.19616	8.52605	51.21219	1163.34161	1.00000	65.10625
34.4833	8.07093	9.13998	8.32727	0.73541	8.33895	136.84186	44.97244	35.85675	7.59618	6.01700	10.56309	4.83128	6.33557	39.53140	1112.83099	1.00000	72.68770
53.19146	4.35880	7.12649	8.38105	0.69914	9.52350	-2.52398	41.03685	26.91251	7.37802	11.32126	7.34516	7.28062	8.69407	49.55203	1065.21172	0.00000	79.01161
-27.4338	6.22962	6.77647	6.28827	0.28155	7.94777	-65.61427	40.78312	3.18036	8.95749	9.01019	5.34469	5.79487	8.26850		1065.11246	0.00000	80.67009
42.8334	8.13461	8.76919	10.27231	3.51666	10.09820	-80.38297	56.32904	24.45451	11.53318	11.70399	10.96531	7.37962	8.43573	29.74252	1113.76702	1.00000	67.34593
55.62047	11.23056	7.22082	6.15747	0.21478	7.96186	37.49338	31.99836	-9.19221	9.86065	6.09021	8.39146	11.40385	7.92320	52.23989	1163.82106	0.00000	74.02561
-34.64966	8.24369	9.53870	6.48131	0.20060	8.07456	-58.38341	58.78474	29.12265	9.53875	8.49743	5.07707	8.01302	7.61996	65.06332	1103.15888	0.00000	74.61594
41.57721	12.09786	8.20767	4.16491	0.16116	8.46050	-93.71133	77.71744	17.27588	2.59901	3.71467	9.41539	8.59825	9.11155	26.70970	1166.85580	1.00000	82.72201
36.6009	9.37513	7.41635	4.25841	0.06365	5.98600	126.665	59.74232	17.03477	8.35815	5.69956	10.87104	10.17907	8.74951	27.64628	1176.06525	0.00000	84.04681
8.88988	8.29455	6.92297	8.80258	0.99389	6.78297	-79.62603	47.83294	23.28794	13.30135	12.70290	7.30194	8.27956	7.85162		1097.58712	1.00000	75.98599
6.46346	5.27082	7.16493	10.19797	3.20196	8.82039	-2.31938	29.82208	17.06610	9.02061	5.88490	8.79559	11.31696	10.51271	30.53877	1167.18885	1.00000	75.67675
55.62047	7.26568	8.44130	9.37132	1.48226	9.54068	37.49338	43.36962	10.52045		9.79682	7.48661	9.20855	9.03162	40.38841	1130.21113	1.00000	80.69871
17.06542	5.43282	7.38501	10.59815	4.74615	7.97939	-96.72365	67.82045	8.04265	9.80018	8.10941	10.01462	9.20556	7.24107	50.68977	1094.37557	1.00000	82.36746
50.75	9.26120	7.94849	6.04370	0.25232	9.06124	2.25	67.14081	13.26811	7.88957	7.12962	9.43369	8.12001	7.28116	18.26180	1067.96520	1.00000	74.76645
2.41669	4.89337	9.48411	7.91027	0.43275	7.78970	30.98551	40.66850	26.98151	5.93119	10.69580	7.84399	6.87342	9.94916	54.07018	1078.67199	0.00000	73.50854
-6.91806	4.05054	7.05854	12.11021	21.15833	7.21765	106.92667	28.55908	8.19763	13.51242	7.95648	11.44849	10.07965	9.62543	28.53631	1057.92260	1.00000	92.91041
41.85059	7.72856	8.92214	8.04001	0.52811	6.43436	-87.882	74.55821	23.11983	9.84180	11.03731	7.35212	9.16313	7.76786	33.32154	1068.32739	1.00000	82.06032
38.91817	10.34765	6.83269	6.92736	0.26807	9.66977	-78.19444	55.04376	7.16826	6.50697	5.77247	11.29756	4.82449	7.46247	60.94252	1179.92889	1.00000	71.63312
53.95278	4.31211	7.52298	9.96266	2.55496	7.66203	32.86389	48.73024	15.61836	8.61384	7.18456	10.24931	10.73723	8.91471	67.55046	1050.09359	0.00000	80.10773
53.77166	7.11480	7.81761	6.24102	0.33112	9.04782	38.12408	53.05758	-1.42899	7.26260	8.77113	6.52722	6.69297	9.31802	57.97055	1149.79828	0.00000	73.33526
-10.33333	6.53350	9.17567	6.20871	0.23028	7.55483	39.28333	44.44858	12.48094	7.39502	11.25853	7.47051	6.08153	7.72351	62.77145	1107.29827	0.00000	68.92858
52.61131	6.44727	9.31577	7.60749	0.38048	7.95576	13.31783	51.71614	21.01772		8.55977	6.29067	7.19814	7.04861	41.02403	1145.13697	0.00000	68.42610
8.35122	9.39302	6.74802	5.97826	0.07304	7.68192	-62.64102	47.99778	9.89363	7.41245	7.55611	8.62897	8.31404	7.18151	48.05822	1079.31492	1.00000	63.74266
49.03685	9.94191	7.57889	9.52918		8.05072	8.70745	24.10799	3.61302	9.47798	9.57167	7.96341	7.86009	7.98336	39.29288	1117.45717	0.00000	82.01531
40.53123	9.23712	6.88732	5.39066	0.15869	6.21895	17.58522	60.26984	14.64094	6.85011	7.66577	6.86201	9.41761		34.55877	1152.29562	1.00000	74.69447
8.88649	8.83645	8.13523	7.71898	0.30661	8.55006	2.59753	45.15654	22.99923	6.34659	6.29340	9.75350	5.87163	7.78449	40.05331	1155.84910	1.00000	61.49786
-21.42917	7.75285	9.78686	6.89313	0.25361	7.36714	-45.94722	69.47348	20.07828	7.67353	9.08642	5.79392	7.12276	8.29256	56.28166	1190.43088	0.00000	70.07226
